Distrito/Ilha,Concelho,Freguesia Pré RATF,Alteração RATF,Freguesia Final (Pós RATF)
Braga,Barcelos,Gueral,Agregação,"União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral"
Braga,Barcelos,Creixomil,Agregação,União das freguesias de Creixomil e Mariz
Braga,Barcelos,Mariz,Agregação,União das freguesias de Creixomil e Mariz
Braga,Barcelos,Tregosa,Agregação,União das freguesias de Durrães e Tregosa
Braga,Barcelos,Durrães,Agregação,União das freguesias de Durrães e Tregosa
Braga,Barcelos,Gamil,Agregação,União das freguesias de Gamil e Midões
Braga,Barcelos,Midões,Agregação,União das freguesias de Gamil e Midões
Braga,Barcelos,Milhazes,Agregação,"União das freguesias de Milhazes, Vilar de Figos e Faria"
Braga,Barcelos,Vilar de Figos,Agregação,"União das freguesias de Milhazes, Vilar de Figos e Faria"
Braga,Barcelos,Faria,Agregação,"União das freguesias de Milhazes, Vilar de Figos e Faria"
Braga,Barcelos,Negreiros,Agregação,União das freguesias de Negreiros e Chavão
Braga,Barcelos,Chavão,Agregação,União das freguesias de Negreiros e Chavão
Braga,Barcelos,Quintiães,Agregação,União das freguesias de Quintiães e Aguiar
Braga,Barcelos,Aguiar,Agregação,União das freguesias de Quintiães e Aguiar
Braga,Barcelos,Sequeade,Agregação,União das freguesias de Sequeade e Bastuço (São João e Santo Estevão)
Braga,Barcelos,Bastuço (São João),Agregação,União das freguesias de Sequeade e Bastuço (São João e Santo Estevão)
Braga,Barcelos,Bastuço (Santo Estêvão),Agregação,União das freguesias de Sequeade e Bastuço (São João e Santo Estevão)
Braga,Barcelos,Silveiros,Agregação,União das freguesias de Silveiros e Rio Covo (Santa Eulália)
Braga,Barcelos,Rio Covo (Santa Eulália),Agregação,União das freguesias de Silveiros e Rio Covo (Santa Eulália)
Braga,Barcelos,Tamel (Santa Leocádia),Agregação,União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte
Braga,Barcelos,Vilar do Monte,Agregação,União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte
Braga,Barcelos,Viatodos,Agregação,"União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães"
Braga,Barcelos,Grimancelos,Agregação,"União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães"
Braga,Barcelos,Minhotães,Agregação,"União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães"
Braga,Barcelos,Monte de Fralães,Agregação,"União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães"
Braga,Barcelos,Vila Cova,Agregação,União das freguesias de Vila Cova e Feitos
Braga,Barcelos,Feitos,Agregação,União das freguesias de Vila Cova e Feitos
Braga,Braga,Adaúfe,Sem alteração,Adaúfe
Braga,Braga,Espinho,Sem alteração,Espinho
Braga,Braga,Esporões,Sem alteração,Esporões
Braga,Braga,Figueiredo,Sem alteração,Figueiredo
Braga,Braga,Gualtar,Sem alteração,Gualtar
Braga,Braga,Lamas,Sem alteração,Lamas
Braga,Braga,Mire de Tibães,Sem alteração,Mire de Tibães
Braga,Braga,Padim da Graça,Sem alteração,Padim da Graça
Braga,Braga,Palmeira,Sem alteração,Palmeira
Braga,Braga,Pedralva,Sem alteração,Pedralva
Braga,Braga,Priscos,Sem alteração,Priscos
Braga,Braga,Ruilhe,Sem alteração,Ruilhe
Braga,Braga,Braga (São Vicente),Sem alteração,Braga (São Vicente)
Braga,Braga,Braga (São Vítor),Sem alteração,Braga (São Vítor)
Braga,Braga,Sequeira,Sem alteração,Sequeira
Braga,Braga,Sobreposta,Sem alteração,Sobreposta
Braga,Braga,Tadim,Sem alteração,Tadim
Braga,Braga,Tebosa,Sem alteração,Tebosa
Braga,Braga,Arentim,Agregação,União das freguesias de Arentim e Cunha
Braga,Braga,Cunha,Agregação,União das freguesias de Arentim e Cunha
Braga,Braga,Braga (Maximinos),Agregação,"União das freguesias de Braga (Maximinos, Sé e Cividade)"
Braga,Braga,Braga (Sé),Agregação,"União das freguesias de Braga (Maximinos, Sé e Cividade)"
Braga,Braga,Braga (Cividade),Agregação,"União das freguesias de Braga (Maximinos, Sé e Cividade)"
Braga,Braga,Braga (São José de São Lázaro),Agregação,União das freguesias de Braga (São José de São Lázaro e São João do Souto)
Braga,Braga,Braga (São João do Souto),Agregação,União das freguesias de Braga (São José de São Lázaro e São João do Souto)
Braga,Braga,Cabreiros,Agregação,União das freguesias de Cabreiros e Passos (São Julião)
Braga,Braga,Passos (São Julião),Agregação,União das freguesias de Cabreiros e Passos (São Julião)
Braga,Braga,Celeirós,Agregação,"União das freguesias de Celeirós, Aveleda e Vimieiro"
Braga,Braga,Aveleda,Agregação,"União das freguesias de Celeirós, Aveleda e Vimieiro"
Braga,Braga,Vimieiro,Agregação,"União das freguesias de Celeirós, Aveleda e Vimieiro"
Braga,Braga,Crespos,Agregação,União das freguesias de Crespos e Pousada
Braga,Braga,Pousada,Agregação,União das freguesias de Crespos e Pousada
Braga,Braga,Escudeiros,Agregação,União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente)
Braga,Braga,Penso (Santo Estêvão),Agregação,União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente)
Braga,Braga,Penso (São Vicente),Agregação,União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente)
Braga,Braga,Este (São Pedro),Agregação,União das freguesias de Este (São Pedro e São Mamede)
Braga,Braga,Este (São Mamede),Agregação,União das freguesias de Este (São Pedro e São Mamede)
Braga,Braga,Ferreiros,Agregação,União das freguesias de Ferreiros e Gondizalves
Braga,Braga,Gondizalves,Agregação,União das freguesias de Ferreiros e Gondizalves
Braga,Braga,Guisande,Agregação,União das freguesias de Guisande e Oliveira (São Pedro)
Braga,Braga,Oliveira (São Pedro),Agregação,União das freguesias de Guisande e Oliveira (São Pedro)
Braga,Braga,Lomar,Agregação,União das freguesias de Lomar e Arcos
Braga,Braga,Arcos,Agregação,União das freguesias de Lomar e Arcos
Braga,Braga,Merelim (São Paio),Agregação,"União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães"
Braga,Braga,Panoias,Agregação,"União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães"
Braga,Braga,Parada de Tibães,Agregação,"União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães"
Braga,Braga,Merelim (São Pedro),Agregação,União das freguesias de Merelim (São Pedro) e Frossos
Braga,Braga,Frossos,Agregação,União das freguesias de Merelim (São Pedro) e Frossos
Braga,Braga,Morreira,Agregação,União das freguesias de Morreira e Trandeiras
Braga,Braga,Trandeiras,Agregação,União das freguesias de Morreira e Trandeiras
Braga,Braga,Nogueira,Agregação,"União das freguesias de Nogueira, Fraião e Lamaçães"
Braga,Braga,Fraião,Agregação,"União das freguesias de Nogueira, Fraião e Lamaçães"
Braga,Braga,Lamaçães,Agregação,"União das freguesias de Nogueira, Fraião e Lamaçães"
Braga,Braga,Nogueiró,Agregação,União das freguesias de Nogueiró e Tenões
Braga,Braga,Tenões,Agregação,União das freguesias de Nogueiró e Tenões
Braga,Braga,Real,Agregação,"União das freguesias de Real, Dume e Semelhe"
Braga,Braga,Dume,Agregação,"União das freguesias de Real, Dume e Semelhe"
Braga,Braga,Semelhe,Agregação,"União das freguesias de Real, Dume e Semelhe"
Braga,Braga,Santa Lucrécia de Algeriz,Agregação,União das freguesias de Santa Lucrécia de Algeriz e Navarra
Braga,Braga,Navarra,Agregação,União das freguesias de Santa Lucrécia de Algeriz e Navarra
Braga,Braga,Vilaça,Agregação,União das freguesias de Vilaça e Fradelos
Braga,Braga,Fradelos,Agregação,União das freguesias de Vilaça e Fradelos
Braga,Cabeceiras de Basto,Abadim,Sem alteração,Abadim
Braga,Cabeceiras de Basto,Basto,Sem alteração,Basto
Braga,Cabeceiras de Basto,Bucos,Sem alteração,Bucos
Braga,Cabeceiras de Basto,Cabeceiras de Basto,Sem alteração,Cabeceiras de Basto
Braga,Cabeceiras de Basto,Cavez,Sem alteração,Cavez
Braga,Cabeceiras de Basto,Faia,Sem alteração,Faia
Braga,Cabeceiras de Basto,Pedraça,Sem alteração,Pedraça
Braga,Cabeceiras de Basto,Rio Douro,Sem alteração,Rio Douro
Braga,Cabeceiras de Basto,Alvite,Agregação,União das freguesias de Alvite e Passos
Braga,Cabeceiras de Basto,Passos,Agregação,União das freguesias de Alvite e Passos
Braga,Cabeceiras de Basto,Arco de Baúlhe,Agregação,União das freguesias de Arco de Baúlhe e Vila Nune
Braga,Cabeceiras de Basto,Vila Nune,Agregação,União das freguesias de Arco de Baúlhe e Vila Nune
Braga,Cabeceiras de Basto,Gondiães,Agregação,União das freguesias de Gondiães e Vilar de Cunhas
Braga,Cabeceiras de Basto,Vilar de Cunhas,Agregação,União das freguesias de Gondiães e Vilar de Cunhas
Braga,Cabeceiras de Basto,Refojos de Basto,Agregação,"União das freguesias de Refojos de Basto, Outeiro e Painzela"
Braga,Cabeceiras de Basto,Outeiro,Agregação,"União das freguesias de Refojos de Basto, Outeiro e Painzela"
Braga,Cabeceiras de Basto,Painzela,Agregação,"União das freguesias de Refojos de Basto, Outeiro e Painzela"
Braga,Celorico de Basto,Agilde,Sem alteração,Agilde
Braga,Celorico de Basto,Arnóia,Sem alteração,Arnóia
Braga,Celorico de Basto,Borba de Montanha,Sem alteração,Borba de Montanha
Braga,Celorico de Basto,Codeçoso,Sem alteração,Codeçoso
Braga,Celorico de Basto,Fervença,Sem alteração,Fervença
Braga,Celorico de Basto,Moreira do Castelo,Sem alteração,Moreira do Castelo
Braga,Celorico de Basto,Rego,Sem alteração,Rego
Braga,Celorico de Basto,Ribas,Sem alteração,Ribas
Braga,Celorico de Basto,Basto (São Clemente),Sem alteração,Basto (São Clemente)
Braga,Celorico de Basto,Vale de Bouro,Sem alteração,Vale de Bouro
Braga,Celorico de Basto,Britelo,Agregação,"União das freguesias de Britelo, Gémeos e Ourilhe"
Braga,Celorico de Basto,Gémeos,Agregação,"União das freguesias de Britelo, Gémeos e Ourilhe"
Braga,Celorico de Basto,Ourilhe,Agregação,"União das freguesias de Britelo, Gémeos e Ourilhe"
Braga,Celorico de Basto,Caçarilhe,Agregação,União das freguesias de Caçarilhe e Infesta
Braga,Celorico de Basto,Infesta,Agregação,União das freguesias de Caçarilhe e Infesta
Braga,Celorico de Basto,Canedo de Basto,Agregação,União das freguesias de Canedo de Basto e Corgo
Braga,Celorico de Basto,Corgo,Agregação,União das freguesias de Canedo de Basto e Corgo
Braga,Celorico de Basto,Carvalho,Agregação,União das freguesias de Carvalho e Basto (Santa Tecla)
Braga,Celorico de Basto,Basto (Santa Tecla),Agregação,União das freguesias de Carvalho e Basto (Santa Tecla)
Braga,Celorico de Basto,Veade,Agregação,"União das freguesias de Veade, Gagos e Molares"
Braga,Celorico de Basto,Gagos,Agregação,"União das freguesias de Veade, Gagos e Molares"
Braga,Celorico de Basto,Molares,Agregação,"União das freguesias de Veade, Gagos e Molares"
Braga,Esposende,Antas,Sem alteração,Antas
Braga,Esposende,Forjães,Sem alteração,Forjães
Braga,Esposende,Gemeses,Sem alteração,Gemeses
Braga,Esposende,Vila Chã,Sem alteração,Vila Chã
Braga,Esposende,Apúlia,Agregação,União das freguesias de Apúlia e Fão
Braga,Esposende,Fão,Agregação,União das freguesias de Apúlia e Fão
Braga,Esposende,Belinho,Agregação,União das freguesias de Belinho e Mar
Braga,Esposende,Mar,Agregação,União das freguesias de Belinho e Mar
Braga,Esposende,Esposende,Agregação,"União das freguesias de Esposende, Marinhas e Gandra"
Braga,Esposende,Marinhas,Agregação,"União das freguesias de Esposende, Marinhas e Gandra"
Braga,Esposende,Gandra,Agregação,"União das freguesias de Esposende, Marinhas e Gandra"
Braga,Esposende,Fonte Boa,Agregação,União das freguesias de Fonte Boa e Rio Tinto
Braga,Esposende,Rio Tinto,Agregação,União das freguesias de Fonte Boa e Rio Tinto
Braga,Esposende,Palmeira de Faro,Agregação,União das freguesias de Palmeira de Faro e Curvos
Braga,Esposende,Curvos,Agregação,União das freguesias de Palmeira de Faro e Curvos
Braga,Fafe,Armil,Sem alteração,Armil
Braga,Fafe,Estorãos,Sem alteração,Estorãos
Braga,Fafe,Fafe,Sem alteração,Fafe
Braga,Fafe,Fornelos,Sem alteração,Fornelos
Braga,Fafe,Golães,Sem alteração,Golães
Braga,Fafe,Medelo,Sem alteração,Medelo
Braga,Fafe,Passos,Sem alteração,Passos
Braga,Fafe,Quinchães,Sem alteração,Quinchães
Braga,Fafe,Regadas,Sem alteração,Regadas
Braga,Fafe,Revelhe,Sem alteração,Revelhe
Braga,Fafe,Ribeiros,Sem alteração,Ribeiros
Braga,Fafe,Arões (Santa Cristina),Sem alteração,Arões (Santa Cristina)
Braga,Fafe,São Gens,Sem alteração,São Gens
Braga,Fafe,Silvares (São Martinho),Sem alteração,Silvares (São Martinho)
Braga,Fafe,Arões (São Romão),Sem alteração,Arões (São Romão)
Braga,Fafe,Travassós,Sem alteração,Travassós
Braga,Fafe,Vinhós,Sem alteração,Vinhós
Braga,Fafe,Aboim,Agregação,"União de freguesias de Aboim, Felgueiras, Gontim e Pedraído"
Braga,Fafe,Felgueiras,Agregação,"União de freguesias de Aboim, Felgueiras, Gontim e Pedraído"
Braga,Fafe,Gontim,Agregação,"União de freguesias de Aboim, Felgueiras, Gontim e Pedraído"
Braga,Fafe,Pedraído,Agregação,"União de freguesias de Aboim, Felgueiras, Gontim e Pedraído"
Braga,Fafe,Serafão,Agregação,União de freguesias de Agrela e Serafão
Braga,Fafe,Agrela,Agregação,União de freguesias de Agrela e Serafão
Braga,Fafe,Antime,Agregação,União de freguesias de Antime e Silvares (São Clemente)
Braga,Fafe,Silvares (São Clemente),Agregação,União de freguesias de Antime e Silvares (São Clemente)
Braga,Fafe,Seidões,Agregação,"União de freguesias de Ardegão, Arnozela e Seidões"
Braga,Fafe,Ardegão,Agregação,"União de freguesias de Ardegão, Arnozela e Seidões"
Braga,Fafe,Arnozela,Agregação,"União de freguesias de Ardegão, Arnozela e Seidões"
Braga,Fafe,Cepães,Agregação,União de freguesias de Cepães e Fareja
Braga,Fafe,Fareja,Agregação,União de freguesias de Cepães e Fareja
Braga,Fafe,Freitas,Agregação,União de freguesias de Freitas e Vila Cova
Braga,Fafe,Vila Cova,Agregação,União de freguesias de Freitas e Vila Cova
Braga,Fafe,Queimadela,Agregação,União de freguesias de Monte e Queimadela
Braga,Fafe,Monte,Agregação,União de freguesias de Monte e Queimadela
Braga,Fafe,Moreira do Rei,Agregação,União de freguesias de Moreira do Rei e Várzea Cova
Braga,Fafe,Várzea Cova,Agregação,União de freguesias de Moreira do Rei e Várzea Cova
Braga,Guimarães,Aldão,Sem alteração,Aldão
Braga,Guimarães,Azurém,Sem alteração,Azurém
Braga,Guimarães,Barco,Sem alteração,Barco
Braga,Guimarães,Brito,Sem alteração,Brito
Braga,Guimarães,Caldelas,Sem alteração,Caldelas
